EmployeeID,CurrentSkill,ProficiencyLevel,ProjectSkillRequired,Gap,GapBinary
E2734,PYTHON,Beginner,ML,Yes,1
E2735,SQL,Advanced,PYTHON,Yes,1
E2736,ML,Intermediate,ML,Yes,1
E2737,DATA ANALYSIS,Beginner,SQL,Yes,1
E2738,EXCEL,Beginner,SQL,Yes,1
E2739,JAVA,Intermediate,JAVA,No,0
E2740,JAVA,Beginner,JAVA,No,0
E2741,EXCEL,Beginner,PYTHON,No,0
E2742,EXCEL,Beginner,JAVA,No,0
E2743,ML,Advanced,PYTHON,Yes,1
E2744,JAVA,Beginner,SQL,No,0
E2745,EXCEL,Advanced,PYTHON,Yes,1
E2746,DATA ANALYSIS,Intermediate,ML,Yes,1
E2747,JAVA,Beginner,PYTHON,No,0
E2748,ML,Advanced,ML,Yes,1
E2749,JAVA,Advanced,PYTHON,Yes,1
E2750,JAVA,Advanced,PYTHON,No,0
E2751,SQL,Beginner,PYTHON,No,0
E2752,ML,Beginner,SQL,Yes,1
E2753,EXCEL,Beginner,JAVA,Yes,1
E2754,EXCEL,Intermediate,ML,No,0
E2755,ML,Intermediate,ML,No,0
E2756,DATA ANALYSIS,Beginner,ML,No,0
E2757,SQL,Intermediate,PYTHON,No,0
E2758,PYTHON,Intermediate,PYTHON,No,0
E2759,ML,Beginner,PYTHON,No,0
E2760,EXCEL,Intermediate,SQL,No,0
E2761,SQL,Advanced,PYTHON,Yes,1
E2762,PYTHON,Beginner,ML,No,0
E2763,PYTHON,Intermediate,PYTHON,No,0
E2764,ML,Beginner,JAVA,Yes,1
E2765,PYTHON,Advanced,SQL,No,0
E2766,ML,Intermediate,JAVA,No,0
E2767,DATA ANALYSIS,Advanced,JAVA,Yes,1
E2768,PYTHON,Beginner,SQL,No,0
E2769,PYTHON,Advanced,SQL,Yes,1
E2770,ML,Intermediate,ML,No,0
E2771,PYTHON,Intermediate,SQL,Yes,1
E2772,JAVA,Beginner,PYTHON,Yes,1
E2773,DATA ANALYSIS,Beginner,PYTHON,No,0
E2774,ML,Intermediate,SQL,Yes,1
E2775,JAVA,Intermediate,ML,Yes,1
E2776,SQL,Intermediate,JAVA,No,0
E2777,ML,Intermediate,JAVA,No,0
E2778,ML,Advanced,JAVA,Yes,1
E2779,ML,Intermediate,PYTHON,No,0
E2780,SQL,Advanced,PYTHON,No,0
E2781,DATA ANALYSIS,Intermediate,SQL,No,0
E2782,DATA ANALYSIS,Advanced,ML,Yes,1
E2783,PYTHON,Beginner,ML,Yes,1
E2784,SQL,Advanced,ML,Yes,1
E2785,EXCEL,Beginner,JAVA,Yes,1
E2786,SQL,Intermediate,ML,No,0
E2787,PYTHON,Beginner,ML,No,0
E2788,EXCEL,Intermediate,ML,No,0
E2789,SQL,Beginner,SQL,No,0
E2790,ML,Intermediate,PYTHON,Yes,1
E2791,JAVA,Advanced,PYTHON,Yes,1
E2792,EXCEL,Intermediate,ML,No,0
E2793,PYTHON,Intermediate,SQL,No,0
E2794,ML,Advanced,JAVA,Yes,1
E2795,ML,Advanced,ML,No,0
E2796,SQL,Beginner,JAVA,Yes,1
E2797,SQL,Intermediate,SQL,No,0
E2798,DATA ANALYSIS,Intermediate,SQL,Yes,1
E2799,DATA ANALYSIS,Advanced,ML,No,0
E2800,EXCEL,Advanced,JAVA,Yes,1
E2801,JAVA,Intermediate,JAVA,Yes,1
E2802,JAVA,Beginner,SQL,No,0
E2803,ML,Beginner,JAVA,No,0
E2804,DATA ANALYSIS,Beginner,ML,No,0
E2805,DATA ANALYSIS,Advanced,ML,Yes,1
E2806,DATA ANALYSIS,Intermediate,ML,No,0
E2807,SQL,Beginner,PYTHON,Yes,1
E2808,SQL,Advanced,JAVA,Yes,1
E2809,JAVA,Intermediate,ML,No,0
E2810,DATA ANALYSIS,Advanced,ML,Yes,1
E2811,ML,Intermediate,ML,Yes,1
E2812,DATA ANALYSIS,Beginner,JAVA,Yes,1
E2813,ML,Advanced,JAVA,No,0
E2814,PYTHON,Advanced,PYTHON,Yes,1
E2815,ML,Advanced,ML,No,0
E2816,DATA ANALYSIS,Intermediate,ML,No,0
E2817,DATA ANALYSIS,Intermediate,PYTHON,No,0
E2818,ML,Beginner,JAVA,Yes,1
E2819,ML,Intermediate,PYTHON,Yes,1
E2820,ML,Beginner,SQL,Yes,1
E2821,EXCEL,Beginner,PYTHON,No,0
E2822,DATA ANALYSIS,Intermediate,SQL,Yes,1
E2823,ML,Intermediate,SQL,Yes,1
E2824,ML,Beginner,JAVA,Yes,1
E2825,SQL,Advanced,ML,Yes,1
E2826,PYTHON,Beginner,PYTHON,Yes,1
E2827,SQL,Beginner,SQL,Yes,1
E2828,PYTHON,Advanced,ML,No,0
E2829,PYTHON,Beginner,ML,Yes,1
E2830,JAVA,Beginner,JAVA,Yes,1
E2831,DATA ANALYSIS,Advanced,JAVA,No,0
E2832,DATA ANALYSIS,Beginner,PYTHON,No,0
E2833,SQL,Intermediate,ML,No,0
E2834,JAVA,Intermediate,JAVA,No,0
E2835,SQL,Beginner,PYTHON,No,0
E2836,EXCEL,Beginner,JAVA,No,0
E2837,DATA ANALYSIS,Intermediate,SQL,No,0
E2838,SQL,Intermediate,SQL,No,0
E2839,DATA ANALYSIS,Intermediate,JAVA,No,0
E2840,DATA ANALYSIS,Advanced,PYTHON,No,0
E2841,JAVA,Beginner,JAVA,No,0
E2842,SQL,Beginner,JAVA,No,0
E2843,EXCEL,Advanced,SQL,No,0
E2844,DATA ANALYSIS,Advanced,JAVA,Yes,1
E2845,ML,Advanced,ML,Yes,1
E2846,ML,Advanced,PYTHON,No,0
E2847,PYTHON,Beginner,JAVA,Yes,1
E2848,ML,Advanced,SQL,No,0
E2849,JAVA,Advanced,JAVA,No,0
E2850,EXCEL,Advanced,PYTHON,Yes,1
E2851,ML,Beginner,JAVA,No,0
E2852,SQL,Beginner,PYTHON,No,0
E2853,JAVA,Beginner,ML,No,0
E2854,DATA ANALYSIS,Intermediate,JAVA,Yes,1
E2855,EXCEL,Beginner,PYTHON,No,0
E2856,ML,Beginner,PYTHON,No,0
E2857,PYTHON,Intermediate,ML,No,0
E2858,EXCEL,Advanced,SQL,No,0
E2859,EXCEL,Advanced,SQL,No,0
E2860,DATA ANALYSIS,Advanced,PYTHON,Yes,1
E2861,EXCEL,Beginner,PYTHON,Yes,1
E2862,ML,Intermediate,PYTHON,No,0
E2863,PYTHON,Beginner,JAVA,No,0
E2864,PYTHON,Advanced,PYTHON,Yes,1
E2865,PYTHON,Intermediate,PYTHON,No,0
E2866,EXCEL,Intermediate,SQL,Yes,1
E2867,DATA ANALYSIS,Advanced,SQL,No,0
E2868,JAVA,Beginner,JAVA,No,0
E2869,ML,Intermediate,ML,No,0
E2870,PYTHON,Intermediate,JAVA,No,0
E2871,ML,Advanced,SQL,No,0
E2872,EXCEL,Beginner,PYTHON,No,0
E2873,SQL,Intermediate,SQL,No,0
E2874,SQL,Beginner,ML,No,0
E2875,PYTHON,Advanced,PYTHON,Yes,1
E2876,PYTHON,Beginner,SQL,No,0
E2877,ML,Intermediate,ML,Yes,1
E2878,SQL,Advanced,PYTHON,Yes,1
E2879,PYTHON,Advanced,PYTHON,No,0
E2880,JAVA,Beginner,ML,Yes,1
E2881,DATA ANALYSIS,Advanced,SQL,No,0
E2882,EXCEL,Advanced,ML,Yes,1
E2883,EXCEL,Intermediate,ML,No,0
E2884,ML,Intermediate,JAVA,Yes,1
E2885,DATA ANALYSIS,Advanced,JAVA,No,0
E2886,EXCEL,Intermediate,SQL,No,0
E2887,PYTHON,Intermediate,SQL,Yes,1
E2888,SQL,Advanced,PYTHON,No,0
E2889,DATA ANALYSIS,Beginner,JAVA,No,0
E2890,DATA ANALYSIS,Beginner,ML,No,0
E2891,JAVA,Intermediate,JAVA,Yes,1
E2892,DATA ANALYSIS,Beginner,JAVA,Yes,1
E2893,SQL,Intermediate,ML,Yes,1
E2894,DATA ANALYSIS,Advanced,ML,Yes,1
E2895,EXCEL,Beginner,PYTHON,No,0
E2896,PYTHON,Intermediate,JAVA,No,0
E2897,SQL,Advanced,PYTHON,No,0
E2898,DATA ANALYSIS,Intermediate,JAVA,No,0
E2899,JAVA,Intermediate,SQL,No,0
E2900,PYTHON,Advanced,JAVA,Yes,1
E2901,ML,Intermediate,JAVA,No,0
E2902,EXCEL,Beginner,SQL,No,0
E2903,DATA ANALYSIS,Advanced,JAVA,Yes,1
E2904,PYTHON,Beginner,SQL,Yes,1
E2905,JAVA,Beginner,JAVA,Yes,1
E2906,SQL,Advanced,PYTHON,No,0
E2907,SQL,Beginner,ML,No,0
E2908,ML,Beginner,ML,No,0
E2909,JAVA,Advanced,PYTHON,No,0
E2910,SQL,Advanced,ML,No,0
E2911,PYTHON,Beginner,PYTHON,No,0
E2912,EXCEL,Intermediate,SQL,No,0
E2913,SQL,Beginner,JAVA,Yes,1
E2914,ML,Intermediate,ML,No,0
E2915,DATA ANALYSIS,Advanced,SQL,No,0
E2916,ML,Intermediate,SQL,Yes,1
E2917,DATA ANALYSIS,Advanced,SQL,Yes,1
E2918,DATA ANALYSIS,Advanced,JAVA,No,0
E2919,PYTHON,Advanced,JAVA,Yes,1
E2920,JAVA,Advanced,PYTHON,Yes,1
E2921,PYTHON,Advanced,PYTHON,Yes,1
E2922,JAVA,Advanced,PYTHON,Yes,1
E2923,SQL,Beginner,PYTHON,No,0
E2924,PYTHON,Beginner,SQL,No,0
E2925,DATA ANALYSIS,Advanced,JAVA,No,0
E2926,SQL,Intermediate,PYTHON,No,0
E2927,JAVA,Advanced,PYTHON,Yes,1
E2928,SQL,Advanced,SQL,No,0
E2929,SQL,Advanced,ML,Yes,1
E2930,DATA ANALYSIS,Advanced,ML,No,0
E2931,ML,Intermediate,PYTHON,No,0
E2932,EXCEL,Advanced,PYTHON,No,0
E2933,EXCEL,Intermediate,PYTHON,No,0
E2934,JAVA,Beginner,ML,No,0
E2935,EXCEL,Beginner,JAVA,No,0
E2936,JAVA,Beginner,JAVA,No,0
E2937,EXCEL,Intermediate,SQL,No,0
E2938,DATA ANALYSIS,Beginner,SQL,Yes,1
E2939,SQL,Beginner,JAVA,Yes,1
E2940,PYTHON,Beginner,SQL,Yes,1
E2941,SQL,Beginner,PYTHON,Yes,1
E2942,SQL,Intermediate,PYTHON,Yes,1
E2943,DATA ANALYSIS,Beginner,SQL,Yes,1
E2944,JAVA,Beginner,ML,No,0
E2945,PYTHON,Advanced,ML,No,0
E2946,JAVA,Beginner,JAVA,No,0
E2947,JAVA,Intermediate,ML,Yes,1
E2948,DATA ANALYSIS,Beginner,JAVA,Yes,1
E2949,SQL,Intermediate,ML,No,0
E2950,DATA ANALYSIS,Beginner,ML,Yes,1
E2951,EXCEL,Intermediate,SQL,No,0
E2952,EXCEL,Advanced,JAVA,No,0
E2953,PYTHON,Intermediate,ML,No,0
E2954,ML,Advanced,ML,No,0
E2955,ML,Advanced,ML,Yes,1
E2956,SQL,Beginner,ML,Yes,1
E2957,SQL,Advanced,SQL,Yes,1
E2958,PYTHON,Beginner,JAVA,Yes,1
E2959,DATA ANALYSIS,Advanced,SQL,No,0
E2960,DATA ANALYSIS,Advanced,PYTHON,Yes,1
E2961,ML,Beginner,JAVA,No,0
E2962,PYTHON,Advanced,ML,Yes,1
E2963,JAVA,Advanced,SQL,No,0
E2964,JAVA,Advanced,JAVA,No,0
E2965,JAVA,Advanced,SQL,No,0
E2966,EXCEL,Intermediate,JAVA,Yes,1
E2967,PYTHON,Beginner,JAVA,No,0
E2968,DATA ANALYSIS,Advanced,ML,No,0
E2969,PYTHON,Advanced,ML,Yes,1
E2970,JAVA,Beginner,JAVA,Yes,1
E2971,PYTHON,Beginner,PYTHON,No,0
E2972,ML,Beginner,SQL,No,0
E2973,SQL,Intermediate,SQL,Yes,1
E2974,SQL,Intermediate,SQL,No,0
E2975,PYTHON,Advanced,SQL,No,0
E2976,EXCEL,Advanced,JAVA,Yes,1
E2977,ML,Intermediate,PYTHON,No,0
E2978,ML,Intermediate,JAVA,No,0
E2979,DATA ANALYSIS,Intermediate,ML,No,0
E2980,EXCEL,Beginner,ML,No,0
E2981,PYTHON,Advanced,JAVA,No,0
E2982,PYTHON,Advanced,ML,No,0
E2983,SQL,Intermediate,ML,Yes,1
E2984,ML,Advanced,JAVA,No,0
E2985,SQL,Beginner,PYTHON,No,0
E2986,DATA ANALYSIS,Beginner,ML,Yes,1
E2987,DATA ANALYSIS,Beginner,ML,No,0
E2988,ML,Advanced,ML,No,0
E2989,DATA ANALYSIS,Advanced,JAVA,Yes,1
E2990,ML,Intermediate,ML,No,0
E2991,JAVA,Beginner,JAVA,Yes,1
E2992,DATA ANALYSIS,Beginner,PYTHON,No,0
E2993,PYTHON,Beginner,JAVA,No,0
E2994,EXCEL,Beginner,JAVA,No,0
E2995,DATA ANALYSIS,Beginner,ML,Yes,1
E2996,EXCEL,Advanced,JAVA,Yes,1
E2997,ML,Advanced,PYTHON,Yes,1
E2998,EXCEL,Intermediate,PYTHON,No,0
E2999,SQL,Intermediate,ML,No,0
E3000,ML,Beginner,SQL,Yes,1
E3001,JAVA,Advanced,JAVA,Yes,1
E3002,EXCEL,Beginner,JAVA,Yes,1
E3003,PYTHON,Beginner,JAVA,Yes,1
E3004,ML,Beginner,PYTHON,Yes,1
E3005,DATA ANALYSIS,Beginner,SQL,No,0
E3006,EXCEL,Beginner,SQL,Yes,1
E3007,ML,Intermediate,ML,No,0
E3008,PYTHON,Advanced,JAVA,No,0
E3009,DATA ANALYSIS,Beginner,JAVA,No,0
E3010,EXCEL,Beginner,ML,No,0
E3011,DATA ANALYSIS,Advanced,ML,Yes,1
E3012,JAVA,Intermediate,JAVA,Yes,1
E3013,JAVA,Intermediate,PYTHON,Yes,1
E3014,EXCEL,Intermediate,PYTHON,Yes,1
E3015,PYTHON,Intermediate,JAVA,No,0
E3016,EXCEL,Intermediate,SQL,No,0
E3017,JAVA,Beginner,SQL,Yes,1
E3018,EXCEL,Advanced,PYTHON,Yes,1
E3019,ML,Beginner,ML,No,0
E3020,SQL,Intermediate,PYTHON,Yes,1
E3021,DATA ANALYSIS,Advanced,SQL,No,0
E3022,DATA ANALYSIS,Beginner,ML,Yes,1
E3023,PYTHON,Advanced,ML,Yes,1
E3024,ML,Advanced,ML,Yes,1
E3025,PYTHON,Intermediate,PYTHON,No,0
E3026,EXCEL,Intermediate,ML,No,0
E3027,DATA ANALYSIS,Beginner,SQL,Yes,1
E3028,DATA ANALYSIS,Beginner,PYTHON,No,0
E3029,PYTHON,Advanced,ML,No,0
E3030,SQL,Intermediate,PYTHON,No,0
E3031,JAVA,Beginner,PYTHON,Yes,1
E3032,ML,Beginner,PYTHON,No,0
E3033,SQL,Intermediate,SQL,No,0
E3034,SQL,Advanced,JAVA,No,0
E3035,PYTHON,Advanced,PYTHON,No,0
E3036,EXCEL,Intermediate,JAVA,No,0
E3037,JAVA,Beginner,JAVA,Yes,1
E3038,PYTHON,Advanced,SQL,Yes,1
E3039,PYTHON,Advanced,SQL,No,0
E3040,ML,Advanced,PYTHON,Yes,1
E3041,EXCEL,Intermediate,PYTHON,No,0
E3042,PYTHON,Intermediate,SQL,No,0
E3043,SQL,Advanced,JAVA,Yes,1
E3044,SQL,Advanced,JAVA,No,0
E3045,JAVA,Intermediate,ML,No,0
E3046,DATA ANALYSIS,Beginner,JAVA,No,0
E3047,JAVA,Beginner,PYTHON,Yes,1
E3048,JAVA,Beginner,PYTHON,No,0
E3049,DATA ANALYSIS,Advanced,SQL,No,0
E3050,DATA ANALYSIS,Intermediate,PYTHON,Yes,1
E3051,PYTHON,Advanced,JAVA,No,0
E3052,ML,Advanced,PYTHON,Yes,1
E3053,JAVA,Intermediate,JAVA,No,0
E3054,PYTHON,Advanced,SQL,No,0
E3055,ML,Advanced,ML,No,0
E3056,SQL,Beginner,SQL,No,0
E3057,EXCEL,Beginner,PYTHON,Yes,1
E3058,ML,Intermediate,ML,No,0
E3059,PYTHON,Intermediate,SQL,Yes,1
E3060,PYTHON,Intermediate,ML,Yes,1
E3061,ML,Advanced,JAVA,Yes,1
E3062,JAVA,Beginner,SQL,No,0
E3063,PYTHON,Intermediate,ML,No,0
E3064,DATA ANALYSIS,Advanced,SQL,No,0
E3065,DATA ANALYSIS,Advanced,JAVA,No,0
E3066,JAVA,Advanced,JAVA,Yes,1
E3067,PYTHON,Advanced,ML,No,0
E3068,JAVA,Advanced,SQL,No,0
E3069,EXCEL,Advanced,SQL,No,0
E3070,JAVA,Intermediate,SQL,Yes,1
E3071,PYTHON,Intermediate,JAVA,No,0
E3072,EXCEL,Beginner,SQL,Yes,1
E3073,DATA ANALYSIS,Advanced,ML,No,0
E3074,DATA ANALYSIS,Intermediate,SQL,No,0
E3075,JAVA,Beginner,SQL,No,0
E3076,EXCEL,Advanced,ML,Yes,1
E3077,ML,Intermediate,ML,Yes,1
E3078,ML,Beginner,ML,No,0
E3079,SQL,Beginner,ML,No,0
E3080,SQL,Beginner,ML,No,0
E3081,DATA ANALYSIS,Beginner,PYTHON,No,0
E3082,EXCEL,Beginner,PYTHON,Yes,1
E3083,ML,Intermediate,SQL,No,0
E3084,DATA ANALYSIS,Beginner,SQL,No,0
E3085,PYTHON,Intermediate,ML,No,0
E3086,SQL,Intermediate,ML,No,0
E3087,DATA ANALYSIS,Intermediate,JAVA,No,0
E3088,DATA ANALYSIS,Advanced,JAVA,No,0
E3089,ML,Beginner,PYTHON,No,0
E3090,PYTHON,Intermediate,PYTHON,Yes,1
E3091,PYTHON,Intermediate,PYTHON,No,0
E3092,EXCEL,Beginner,ML,No,0
E3093,DATA ANALYSIS,Beginner,PYTHON,Yes,1
E3094,DATA ANALYSIS,Advanced,JAVA,No,0
E3095,JAVA,Advanced,PYTHON,No,0
E3096,JAVA,Beginner,ML,Yes,1
E3097,DATA ANALYSIS,Advanced,ML,No,0
E3098,PYTHON,Beginner,JAVA,Yes,1
E3099,PYTHON,Advanced,ML,No,0
E3100,EXCEL,Advanced,SQL,Yes,1
E3101,DATA ANALYSIS,Beginner,PYTHON,No,0
E3102,DATA ANALYSIS,Advanced,SQL,Yes,1
E3103,SQL,Beginner,ML,Yes,1
E3104,JAVA,Advanced,PYTHON,Yes,1
E3105,ML,Intermediate,JAVA,No,0
E3106,DATA ANALYSIS,Intermediate,SQL,Yes,1
E3107,JAVA,Advanced,PYTHON,Yes,1
E3108,DATA ANALYSIS,Beginner,PYTHON,Yes,1
E3109,JAVA,Advanced,JAVA,Yes,1
E3110,ML,Intermediate,JAVA,Yes,1
E3111,EXCEL,Intermediate,ML,No,0
E3112,SQL,Beginner,JAVA,No,0
E3113,ML,Beginner,PYTHON,Yes,1
E3114,PYTHON,Beginner,SQL,Yes,1
E3115,ML,Beginner,ML,No,0
E3116,ML,Beginner,PYTHON,No,0
E3117,EXCEL,Advanced,PYTHON,Yes,1
E3118,PYTHON,Beginner,SQL,Yes,1
E3119,EXCEL,Advanced,PYTHON,Yes,1
E3120,SQL,Advanced,ML,No,0
E3121,EXCEL,Intermediate,ML,Yes,1
E3122,EXCEL,Advanced,JAVA,No,0
E3123,PYTHON,Intermediate,PYTHON,Yes,1
E3124,EXCEL,Beginner,ML,No,0
E3125,DATA ANALYSIS,Beginner,ML,Yes,1
E3126,SQL,Intermediate,PYTHON,No,0
E3127,JAVA,Intermediate,JAVA,No,0
E3128,ML,Beginner,ML,No,0
E3129,JAVA,Advanced,JAVA,No,0
E3130,ML,Intermediate,SQL,No,0
E3131,PYTHON,Advanced,SQL,No,0
E3132,DATA ANALYSIS,Beginner,SQL,Yes,1
E3133,JAVA,Beginner,JAVA,No,0
E3134,SQL,Intermediate,PYTHON,Yes,1
E3135,ML,Advanced,PYTHON,Yes,1
E3136,EXCEL,Advanced,ML,Yes,1
E3137,SQL,Beginner,ML,No,0
E3138,SQL,Advanced,PYTHON,No,0
E3139,JAVA,Beginner,ML,No,0
E3140,ML,Beginner,JAVA,No,0
E3141,JAVA,Intermediate,SQL,No,0
E3142,PYTHON,Intermediate,SQL,No,0
E3143,ML,Intermediate,SQL,Yes,1
E3144,EXCEL,Beginner,JAVA,No,0
E3145,EXCEL,Advanced,SQL,Yes,1
E3146,EXCEL,Beginner,ML,No,0
E3147,PYTHON,Beginner,SQL,No,0
E3148,EXCEL,Intermediate,SQL,No,0
E3149,DATA ANALYSIS,Beginner,JAVA,Yes,1
E3150,DATA ANALYSIS,Beginner,JAVA,Yes,1
E3151,PYTHON,Intermediate,JAVA,Yes,1
E3152,PYTHON,Intermediate,SQL,No,0
E3153,PYTHON,Beginner,JAVA,Yes,1
E3154,PYTHON,Beginner,JAVA,Yes,1
E3155,EXCEL,Intermediate,ML,No,0
E3156,ML,Advanced,PYTHON,No,0
E3157,SQL,Intermediate,SQL,Yes,1
E3158,PYTHON,Advanced,PYTHON,No,0
E3159,PYTHON,Advanced,ML,No,0
E3160,JAVA,Advanced,SQL,No,0
E3161,SQL,Beginner,JAVA,No,0
E3162,SQL,Advanced,ML,No,0
E3163,JAVA,Advanced,JAVA,No,0
E3164,PYTHON,Intermediate,ML,No,0
E3165,PYTHON,Intermediate,SQL,No,0
E3166,JAVA,Beginner,SQL,No,0
E3167,JAVA,Intermediate,PYTHON,Yes,1
E3168,SQL,Advanced,PYTHON,No,0
E3169,PYTHON,Advanced,PYTHON,No,0
E3170,JAVA,Beginner,SQL,Yes,1
E3171,SQL,Intermediate,JAVA,No,0
E3172,JAVA,Beginner,ML,No,0
E3173,DATA ANALYSIS,Beginner,SQL,Yes,1
E3174,SQL,Advanced,JAVA,No,0
E3175,JAVA,Intermediate,JAVA,No,0
E3176,EXCEL,Beginner,PYTHON,No,0
E3177,EXCEL,Advanced,PYTHON,No,0
E3178,DATA ANALYSIS,Intermediate,ML,Yes,1
E3179,DATA ANALYSIS,Advanced,ML,No,0
E3180,SQL,Intermediate,PYTHON,Yes,1
E3181,EXCEL,Advanced,SQL,Yes,1
E3182,EXCEL,Advanced,ML,No,0
E3183,DATA ANALYSIS,Intermediate,PYTHON,No,0
E3184,EXCEL,Intermediate,PYTHON,No,0
E3185,ML,Intermediate,JAVA,No,0
E3186,DATA ANALYSIS,Beginner,SQL,Yes,1
E3187,DATA ANALYSIS,Intermediate,ML,Yes,1
E3188,JAVA,Beginner,JAVA,No,0
E3189,ML,Intermediate,SQL,Yes,1
E3190,EXCEL,Advanced,ML,Yes,1
E3191,ML,Beginner,SQL,Yes,1
E3192,EXCEL,Intermediate,JAVA,Yes,1
E3193,EXCEL,Beginner,SQL,No,0
E3194,SQL,Beginner,PYTHON,No,0
E3195,SQL,Advanced,SQL,No,0
E3196,JAVA,Advanced,PYTHON,Yes,1
E3197,EXCEL,Advanced,ML,No,0
E3198,JAVA,Advanced,ML,Yes,1
E3199,DATA ANALYSIS,Intermediate,SQL,No,0
E3200,JAVA,Beginner,PYTHON,No,0
E3201,ML,Beginner,JAVA,Yes,1
E3202,EXCEL,Beginner,SQL,Yes,1
E3203,EXCEL,Advanced,PYTHON,Yes,1
E3204,ML,Beginner,SQL,No,0
E3205,ML,Intermediate,JAVA,Yes,1
E3206,PYTHON,Beginner,JAVA,No,0
E3207,PYTHON,Advanced,PYTHON,Yes,1
E3208,JAVA,Intermediate,SQL,Yes,1
E3209,PYTHON,Beginner,JAVA,No,0
E3210,PYTHON,Advanced,PYTHON,Yes,1
E3211,EXCEL,Intermediate,ML,Yes,1
E3212,ML,Beginner,JAVA,Yes,1
E3213,PYTHON,Beginner,SQL,No,0
E3214,EXCEL,Intermediate,JAVA,Yes,1
E3215,JAVA,Intermediate,SQL,Yes,1
E3216,PYTHON,Intermediate,PYTHON,No,0
E3217,EXCEL,Beginner,JAVA,No,0
E3218,EXCEL,Beginner,ML,Yes,1
E3219,EXCEL,Advanced,PYTHON,No,0
E3220,SQL,Beginner,SQL,No,0
E3221,DATA ANALYSIS,Beginner,JAVA,No,0
E3222,EXCEL,Advanced,JAVA,No,0
E3223,PYTHON,Beginner,ML,No,0
E3224,ML,Advanced,ML,Yes,1
E3225,ML,Advanced,ML,Yes,1
E3226,JAVA,Intermediate,PYTHON,No,0
E3227,PYTHON,Beginner,ML,No,0
E3228,SQL,Beginner,PYTHON,No,0
E3229,DATA ANALYSIS,Intermediate,JAVA,Yes,1
E3230,DATA ANALYSIS,Beginner,PYTHON,No,0
E3231,EXCEL,Advanced,PYTHON,Yes,1
E3232,ML,Beginner,JAVA,Yes,1
E3233,PYTHON,Beginner,JAVA,Yes,1
E3234,JAVA,Intermediate,PYTHON,No,0
E3235,SQL,Advanced,ML,Yes,1
E3236,PYTHON,Advanced,PYTHON,Yes,1
E3237,EXCEL,Advanced,JAVA,Yes,1
E3238,SQL,Beginner,SQL,Yes,1
E3239,PYTHON,Beginner,SQL,No,0
E3240,SQL,Beginner,PYTHON,Yes,1
E3241,DATA ANALYSIS,Advanced,PYTHON,No,0
E3242,SQL,Beginner,SQL,Yes,1
E3243,ML,Advanced,JAVA,No,0
E3244,ML,Beginner,JAVA,Yes,1
E3245,JAVA,Beginner,ML,Yes,1
E3246,SQL,Beginner,ML,Yes,1
E3247,JAVA,Advanced,PYTHON,Yes,1
E3248,SQL,Intermediate,JAVA,No,0
E3249,SQL,Intermediate,PYTHON,No,0
E3250,EXCEL,Advanced,SQL,No,0
E3251,DATA ANALYSIS,Beginner,ML,No,0
E3252,DATA ANALYSIS,Advanced,SQL,Yes,1
E3253,ML,Intermediate,PYTHON,No,0
E3254,PYTHON,Advanced,PYTHON,Yes,1
E3255,PYTHON,Intermediate,PYTHON,No,0
E3256,DATA ANALYSIS,Beginner,SQL,Yes,1
E3257,PYTHON,Beginner,PYTHON,No,0
E3258,ML,Intermediate,ML,No,0
E3259,ML,Intermediate,PYTHON,Yes,1
E3260,DATA ANALYSIS,Beginner,SQL,No,0
E3261,ML,Advanced,SQL,Yes,1
E3262,SQL,Intermediate,JAVA,Yes,1
E3263,JAVA,Beginner,ML,Yes,1
E3264,PYTHON,Beginner,PYTHON,No,0
E3265,JAVA,Advanced,PYTHON,Yes,1
E3266,EXCEL,Beginner,JAVA,Yes,1
E3267,ML,Advanced,ML,Yes,1
E3268,JAVA,Advanced,JAVA,Yes,1
E3269,DATA ANALYSIS,Beginner,SQL,No,0
E3270,SQL,Advanced,SQL,No,0
E3271,JAVA,Beginner,JAVA,No,0
E3272,DATA ANALYSIS,Beginner,ML,Yes,1
E3273,JAVA,Advanced,ML,No,0
E3274,PYTHON,Advanced,JAVA,Yes,1
E3275,ML,Intermediate,PYTHON,No,0
E3276,EXCEL,Beginner,ML,Yes,1
E3277,PYTHON,Advanced,SQL,No,0
E3278,SQL,Intermediate,SQL,No,0
E3279,DATA ANALYSIS,Beginner,ML,No,0
E3280,DATA ANALYSIS,Beginner,ML,Yes,1
E3281,JAVA,Advanced,JAVA,No,0
E3282,JAVA,Intermediate,PYTHON,No,0
E3283,DATA ANALYSIS,Intermediate,ML,Yes,1
E3284,EXCEL,Beginner,ML,No,0
E3285,EXCEL,Advanced,ML,Yes,1
E3286,ML,Beginner,ML,Yes,1
E3287,EXCEL,Advanced,ML,No,0
E3288,EXCEL,Advanced,SQL,Yes,1
E3289,PYTHON,Intermediate,PYTHON,Yes,1
E3290,ML,Intermediate,SQL,No,0
E3291,EXCEL,Intermediate,JAVA,No,0
E3292,SQL,Beginner,ML,No,0
E3293,PYTHON,Intermediate,SQL,No,0
E3294,EXCEL,Beginner,JAVA,No,0
E3295,EXCEL,Advanced,PYTHON,No,0
E3296,EXCEL,Beginner,ML,Yes,1
E3297,ML,Advanced,PYTHON,Yes,1
E3298,JAVA,Intermediate,SQL,Yes,1
E3299,SQL,Beginner,SQL,No,0
E3300,DATA ANALYSIS,Beginner,SQL,No,0
